Age of vehicle,engine capacity (cc),Fuel consumption (metric combined),fuel type,gearbox,Noise level (dB(A)),Nox emissions (g/km),HC emissions (g/km),CO2 emission (g/km),CO emissions (g/km)
1.268172016,-0.148586744,0.764162965,0.782047997,-1.68056389,0.092009956,0.048,0.066,228,0.18
1.268172016,0.336792903,0.764162965,0.782047997,0.360397637,-0.060877563,0.062,0.066,228,0.468
0.821314566,-0.117989746,0.764162965,0.782047997,-1.68056389,-0.060877563,0.012,0.088,228,1.21
0.374457116,-0.117989746,0.764162965,0.782047997,-1.68056389,-0.060877563,0.012,0.088,228,1.21
-0.519257785,0.564879613,0.808778749,0.782047997,0.768589942,-0.025203809,0.019,0.034,230,0.371
0.597885841,0.564879613,0.808778749,0.782047997,0.224333535,-0.055781313,0.028,0.041,230,0.75
-0.072400334,0.564879613,0.808778749,0.782047997,-1.68056389,0.000277445,0.025,0.048,231,0.658
-0.295829059,0.564879613,0.808778749,0.782047997,-1.68056389,0.000277445,0.025,0.048,231,0.658
0.374457116,0.564879613,0.808778749,0.782047997,-1.816627992,-0.101647568,0.025,0.08,231,0.287
1.268172016,-0.418396633,0.808778749,0.782047997,-1.272371585,-0.060877563,0.037,0.041,233,0.392
0.151028391,-0.117989746,0.808778749,0.782047997,-1.68056389,0.092009956,0.012,0.048,230,0.492
-0.072400334,-0.116598973,0.853394533,0.782047997,-1.68056389,-0.076166315,0.022,0.04,232,0.314
0.821314566,-0.120771291,0.853394533,0.782047997,-1.816627992,-0.091455067,0.072,0.138,232,0.323
1.268172016,-0.120771291,0.853394533,0.782047997,-1.816627992,-0.091455067,0.072,0.138,232,0.323
1.044743291,-0.120771291,0.853394533,0.782047997,-1.816627992,-0.091455067,0.072,0.138,232,0.323
1.044743291,0.432756214,0.853394533,0.782047997,-1.408435687,0.04104745,0.035,0.05,233,0.274
-0.74268651,1.270001335,0.853394533,0.782047997,1.312846349,0.092009956,0.046,0.052,225,0.413
0.597885841,1.243576655,0.853394533,0.782047997,-1.408435687,0.092009956,0.036,0.053,233,0.343
0.151028391,1.243576655,0.853394533,0.782047997,-1.408435687,0.092009956,0.036,0.053,233,0.343
0.430314297,0.389642262,0.853394533,0.782047997,-1.68056389,-0.239246336,0.02,0.07,233,0.35
0.151028391,1.539811224,0.853394533,0.782047997,-0.047794669,0.142972463,0.02,0.036,231,0.365
1.268172016,-0.418396633,0.853394533,0.782047997,0.768589942,0.092009956,0.017,0.061,233,0.545
-0.295829059,0.564879613,0.898010318,-1.277345062,0.768589942,-0.060877563,0.309,0.029,264,0.111
-0.519257785,0.564879613,0.898010318,-1.277345062,0.768589942,-0.060877563,0.309,0.029,264,0.111
-0.74268651,0.564879613,0.898010318,-1.277345062,0.768589942,-0.060877563,0.309,0.029,264,0.111
0.821314566,0.809655595,0.898010318,-1.277345062,0.360397637,0.04104745,0.632,0.116,260,0.747
0.597885841,0.809655595,0.898010318,-1.277345062,0.360397637,0.04104745,0.632,0.116,260,0.747
0.374457116,0.809655595,0.898010318,-1.277345062,0.360397637,0.04104745,0.632,0.116,260,0.747
0.821314566,0.432756214,0.898010318,0.782047997,0.360397637,-0.009915057,0.018,0.046,235,0.367
1.268172016,0.374343764,0.898010318,0.782047997,0.360397637,0.04104745,0.012,0.054,235,0.552
0.597885841,0.374343764,0.898010318,0.782047997,0.360397637,0.092009956,0.012,0.054,235,0.552
0.821314566,1.211588884,0.942626102,-1.277345062,-1.68056389,0.04104745,0.662,0.056,262,0.18
0.597885841,1.211588884,0.942626102,-1.277345062,-1.68056389,0.04104745,0.662,0.056,262,0.18
0.374457116,1.211588884,0.942626102,-1.277345062,-1.68056389,0.04104745,0.662,0.056,262,0.18
0.821314566,0.809655595,0.942626102,-1.277345062,0.360397637,0.04104745,0.632,0.116,263,0.747
0.597885841,0.809655595,0.942626102,-1.277345062,0.360397637,0.04104745,0.632,0.116,263,0.747
-0.072400334,0.432756214,0.942626102,0.782047997,0.768589942,0.092009956,0.017,0.037,238,0.604
0.374457116,1.448020231,0.942626102,0.782047997,-1.408435687,0.092009956,0.056,0.079,238,0.599
0.597885841,-0.116598973,0.987241886,0.782047997,-1.816627992,-0.11184007,0.007,0.05,237,0.287
0.374457116,-0.116598973,0.987241886,0.782047997,-1.816627992,-0.11184007,0.007,0.05,237,0.287
0.821314566,-0.116598973,0.987241886,0.782047997,-1.816627992,-0.11184007,0.07,0.5,237,0.287
0.374457116,1.539811224,0.987241886,0.782047997,-0.047794669,0.092009956,0.014,0.068,250,0.686
0.151028391,0.798529414,0.987241886,0.782047997,-1.68056389,0.092009956,0.004,0.03,237,0.542
1.268172016,0.432756214,1.031857671,0.782047997,0.360397637,-0.009915057,0.036,0.047,242,0.229
1.044743291,0.432756214,1.031857671,0.782047997,0.360397637,-0.009915057,0.036,0.047,242,0.229
1.268172016,-0.117989746,1.031857671,0.782047997,-1.68056389,-0.060877563,0.012,0.088,241,1.21
-0.519257785,0.564879613,1.076473455,-1.277345062,-1.272371585,-0.11184007,0.361,0.029,276,0.076
-0.74268651,0.564879613,1.076473455,-1.277345062,-1.272371585,-0.11184007,0.361,0.029,276,0.076
-0.072400334,1.752599436,1.076473455,0.782047997,-1.272371585,-0.11184007,0.013,0.057,245,0.367
0.374457116,0.798529414,1.121089239,0.782047997,-1.68056389,-0.060877563,0,0.036,247,0.108
0.821314566,0.798529414,1.121089239,0.782047997,-1.68056389,-0.060877563,0.012,0.036,247,0.108
1.268172016,0.571833476,1.121089239,0.782047997,-1.68056389,-0.11184007,0.012,0.055,246,0.5
1.268172016,-0.117989746,1.121089239,0.782047997,-1.68056389,-0.009915057,0.05,0.07,247,0.36
0.597885841,-0.117989746,1.121089239,0.782047997,-1.68056389,-0.009915057,0.05,0.07,247,0.36
0.821314566,0.798529414,1.165705024,0.782047997,0.768589942,0.04104745,0.048,0.02,250,0.144
0.374457116,0.798529414,1.165705024,0.782047997,0.768589942,0.04104745,0.048,0.02,250,0.144
-1.18954396,2.244932945,1.210320808,0.782047997,-1.000243381,-0.086358816,0.022,0.026,245,0.146
-1.412972685,2.244932945,1.210320808,0.782047997,-1.000243381,-0.086358816,0.022,0.026,245,0.146
-1.63640141,2.244932945,1.210320808,0.782047997,-1.000243381,-0.086358816,0.022,0.026,245,0.146
-1.859830135,2.244932945,1.210320808,0.782047997,-1.000243381,-0.086358816,0.022,0.026,245,0.146
-2.08325886,2.244932945,1.210320808,0.782047997,-1.000243381,-0.086358816,0.022,0.026,245,0.146
-0.966115235,2.244932945,1.210320808,0.782047997,-1.000243381,-0.086358816,0.023,0.026,245,0.147
1.268172016,1.260265926,1.210320808,0.782047997,-1.816627992,-0.137321323,0.05,0.122,252,0.421
1.044743291,1.260265926,1.210320808,0.782047997,-1.816627992,-0.137321323,0.05,0.122,252,0.421
-0.295829059,0.564879613,1.210320808,-1.277345062,-1.272371585,-3.675342374,0.01,0.361,283,0.029
-0.966115235,2.244932945,1.254936592,0.782047997,0.768589942,0.061432452,0.016,0.019,248,0.21
-1.18954396,2.244932945,1.254936592,0.782047997,0.768589942,0.061432452,0.039,0.019,248,0.21
-1.412972685,2.244932945,1.254936592,0.782047997,0.768589942,0.061432452,0.039,0.019,248,0.21
-1.63640141,2.244932945,1.254936592,0.782047997,0.768589942,0.061432452,0.039,0.019,248,0.21
-1.859830135,2.244932945,1.254936592,0.782047997,0.768589942,0.061432452,0.039,0.019,248,0.21
-2.08325886,2.244932945,1.254936592,0.782047997,0.768589942,0.061432452,0.039,0.019,248,0.21
-2.306687585,2.244932945,1.254936592,0.782047997,0.768589942,-0.086358816,0.039,0.019,248,0.21
-2.53011631,2.244932945,1.254936592,0.782047997,0.768589942,-0.086358816,0.039,0.019,248,0.21
-2.753545036,2.244932945,1.254936592,0.782047997,0.768589942,-0.086358816,0.039,0.019,248,0.21
-0.072400334,0.798529414,1.254936592,0.782047997,-1.68056389,-0.11184007,0.012,0.03,252,0.348
-0.072400334,1.448020231,1.299552377,0.782047997,1.721038655,0.092009956,0.038,0.056,255,0.808
0.374457116,0.799920187,1.299552377,0.782047997,-1.68056389,-0.060877563,0,0.046,256,0.56
0.821314566,0.799920187,1.299552377,0.782047997,-1.68056389,-0.060877563,0.012,0.046,256,0.56
0.821314566,1.211588884,1.344168161,-1.277345062,0.224333535,0.086913706,0.62,0.09,288,0.49
-0.295829059,1.211588884,1.344168161,-1.277345062,0.224333535,0.086913706,0.62,0.09,288,0.49
0.821314566,1.211588884,1.344168161,-1.277345062,-1.816627992,0.000277445,0.55,0.09,287,0.51
-0.295829059,1.211588884,1.344168161,-1.277345062,-1.816627992,0.000277445,0.55,0.09,287,0.51
0.430314297,0.389642262,1.344168161,0.782047997,-1.68056389,0.092009956,0.01,0.03,259,0.14
0.151028391,1.448020231,1.344168161,0.782047997,1.312846349,-0.009915057,0.062,0.08,259,0.749
-0.519257785,1.211588884,1.388783946,-1.277345062,0.496461739,0.066528703,0.33,0.04,288,0.22
-0.74268651,1.211588884,1.388783946,-1.277345062,0.496461739,0.066528703,0.33,0.04,288,0.22
-0.966115235,1.969559965,1.388783946,0.782047997,-0.319922872,-0.11693632,0.004,0.043,261,0.493
-0.295829059,1.448020231,1.388783946,0.782047997,1.312846349,-0.060877563,0.041,0.091,259,0.828
1.268172016,0.958468266,1.388783946,0.782047997,1.584974553,-0.009915057,0.023,0.028,262,0.275
1.268172016,0.958468266,1.43339973,0.782047997,1.176782248,0.092009956,0.042,0.038,264,0.338
0.821314566,0.432756214,1.43339973,0.782047997,1.584974553,0.04104745,0.026,0.044,264,0.257
0.430314297,1.270001335,1.43339973,0.782047997,-1.68056389,-0.137321323,0.02,0.07,263,0.29
1.268172016,-0.13606979,1.43339973,0.782047997,-1.68056389,0.04104745,0.066,0.088,264,0.775
0.151028391,1.448020231,1.478015514,0.782047997,1.312846349,-0.060877563,0.041,0.091,266,0.828
1.044743291,0.958468266,1.478015514,0.782047997,1.176782248,0.04104745,0.012,0.052,266,0.295
1.044743291,0.987674492,1.478015514,0.782047997,1.721038655,0.092009956,0.025,0.059,266,0.473
1.268172016,0.958468266,1.478015514,0.782047997,1.176782248,0.04104745,0.012,0.52,266,0.295
-0.072400334,2.894423761,1.522631299,0.782047997,1.312846349,-0.009915057,0.032,0.059,267,0.52
1.268172016,0.958468266,1.567247083,0.782047997,1.176782248,-0.009915057,0.012,0.052,271,0.29
1.268172016,0.958468266,1.567247083,0.782047997,1.176782248,-0.009915057,0.012,0.052,271,0.295
1.268172016,0.958468266,1.567247083,0.782047997,1.176782248,0.04104745,0.012,0.052,271,0.295
1.268172016,0.798529414,1.567247083,0.782047997,-1.68056389,0.04104745,0.012,0.056,271,0.372
0.597885841,0.798529414,1.567247083,0.782047997,-1.68056389,0.04104745,0.01,0.06,271,0.37
1.268172016,1.238013564,1.567247083,0.782047997,-1.272371585,-0.11184007,0.01,0.11,270,0.49
0.374457116,1.969559965,1.611862867,0.782047997,0.768589942,0.04104745,0.05,0.071,273,0.437
0.151028391,1.969559965,1.611862867,0.782047997,0.768589942,0.04104745,0.05,0.071,273,0.437
-0.072400334,1.969559965,1.611862867,0.782047997,0.768589942,0.04104745,0.05,0.071,273,0.437
0.597885841,1.238013564,1.611862867,0.782047997,-1.272371585,-0.009915057,0,0.044,273,0.468
0.374457116,0.798529414,1.611862867,0.782047997,-1.68056389,-0.009915057,0.004,0.114,274,0.747
1.268172016,0.798529414,1.611862867,0.782047997,-1.68056389,-0.009915057,0.012,0.114,274,0.746
1.268172016,0.987674492,1.701094436,0.782047997,1.721038655,0.092009956,0.054,0.059,278,0.348
1.044743291,0.987674492,1.701094436,0.782047997,1.721038655,0.092009956,0.054,0.059,278,0.348
-0.519257785,1.211588884,1.790326005,-1.277345062,-1.68056389,-0.020107558,0.31,0.01,313,0.03
-0.74268651,1.211588884,1.790326005,-1.277345062,-1.68056389,-0.020107558,0.31,0.01,313,0.03
-1.63640141,2.388182526,1.790326005,0.782047997,-1.136307483,-0.132225072,0.04,0.034,275,0.251
-2.306687585,2.388182526,1.790326005,0.782047997,-1.136307483,-0.218861333,0.026,0.044,275,0.376
-2.53011631,2.388182526,1.790326005,0.782047997,-1.136307483,-0.218861333,0.026,0.044,275,0.376
-2.753545036,2.388182526,1.790326005,0.782047997,-1.136307483,-0.218861333,0.026,0.044,275,0.376
0.821314566,0.819391004,1.790326005,0.782047997,1.721038655,0.04104745,0.06,0.06,283,0.66
0.821314566,0.959859039,1.834941789,0.782047997,1.176782248,-0.009915057,0.031,0.064,286,0.33
0.374457116,2.246323718,1.834941789,0.782047997,1.312846349,0.04104745,0.038,0.06,286,0.668
-0.295829059,1.969559965,1.879557573,0.782047997,0.768589942,0.092009956,0.01,0.034,288,0.382
-0.519257785,1.969559965,1.879557573,0.782047997,0.768589942,0.092009956,0.01,0.034,288,0.382
-0.74268651,1.969559965,1.879557573,0.782047997,0.768589942,0.092009956,0.01,0.034,288,0.382
-0.072400334,1.969559965,1.879557573,0.782047997,0.768589942,0.04104745,0.013,0.054,288,0.54
1.268172016,0.819391004,1.879557573,0.782047997,1.721038655,-0.11184007,0.065,0.095,288,0.422
1.268172016,0.987674492,1.879557573,0.782047997,-1.272371585,0.04104745,0.016,0.061,288,0.449
1.044743291,0.527328752,1.968789142,0.782047997,0.360397637,0.092009956,0.079,0.149,293,1.709
-0.072400334,1.969559965,2.013404926,0.782047997,-0.319922872,-0.122032571,0.013,0.038,295,0.28
-0.295829059,1.969559965,2.013404926,0.782047997,-0.319922872,-0.122032571,0.013,0.038,295,0.28
-0.072400334,1.969559965,2.013404926,0.782047997,-0.319922872,-0.122032571,0.02,0.082,295,0.386
0.597885841,0.819391004,2.013404926,0.782047997,1.176782248,0.04104745,0.117,0.133,295,0.942
-0.314597072,2.606533828,2.058020711,0.782047997,-1.272371585,-0.132225072,0,0.06,291,0.68
1.268172016,2.246323718,2.058020711,0.782047997,1.176782248,0.04104745,0.018,0.07,298,0.665
1.044743291,2.246323718,2.058020711,0.782047997,1.176782248,0.04104745,0.018,0.07,298,0.665
1.268172016,0.527328752,2.058020711,0.782047997,0.360397637,0.092009956,0.079,0.149,298,1.709
-1.18954396,2.388182526,2.102636495,0.782047997,-1.136307483,-0.060877563,0.027,0.023,295,0.162
-1.412972685,2.388182526,2.102636495,0.782047997,-1.136307483,-0.060877563,0.027,0.023,295,0.162
-0.966115235,2.388182526,2.102636495,0.782047997,-1.136307483,-0.060877563,0.015,0.024,295,0.162
-0.519257785,2.107246455,2.191868064,0.782047997,1.312846349,0.142972463,0.037,0.083,304,0.463
1.268172016,0.527328752,2.281099633,0.782047997,-1.68056389,-0.009915057,0.09,0.169,310,1.31
1.268172016,2.906940715,2.325715417,0.782047997,1.176782248,0.092009956,0.055,0.054,312,0.38
1.268172016,2.906940715,2.370331201,0.782047997,1.176782248,0.092009956,0.038,0.058,314,0.419
1.044743291,2.906940715,2.370331201,0.782047997,1.176782248,0.092009956,0.055,0.054,314,0.38
-1.859830135,2.244932945,2.414946986,0.782047997,-1.000243381,-0.086358816,0.022,0.026,245,0.146
-2.306687585,2.244932945,2.414946986,0.782047997,-1.000243381,-0.086358816,0.022,0.026,245,0.146
-2.53011631,2.244932945,2.414946986,0.782047997,-1.000243381,-0.086358816,0.022,0.026,245,0.146
-2.753545036,2.244932945,2.414946986,0.782047997,-1.000243381,-0.086358816,0.022,0.026,245,0.146
-1.859830135,2.388182526,2.414946986,0.782047997,-1.136307483,-1.656004017,0.011,0.047,275,0.58
-2.08325886,2.388182526,2.414946986,0.782047997,-1.136307483,-0.127128822,0.011,0.047,275,0.58
-2.306687585,2.388182526,2.414946986,0.782047997,-1.136307483,-0.127128822,0.011,0.047,275,0.58
-2.53011631,2.388182526,2.414946986,0.782047997,-1.136307483,-0.127128822,0.011,0.047,275,0.58
-2.753545036,2.388182526,2.414946986,0.782047997,-1.136307483,-0.127128822,0.011,0.047,275,0.58
0.821314566,2.906940715,2.414946986,0.782047997,1.176782248,0.092009956,0.038,0.058,317,0.419
1.268172016,0.987674492,2.414946986,0.782047997,-1.68056389,0.04104745,0.038,0.106,317,0.884
1.044743291,0.987674492,2.414946986,0.782047997,-1.68056389,0.04104745,0.038,0.106,317,0.884
-0.74268651,2.894423761,2.45956277,0.782047997,1.448910451,0.142972463,0.046,0.052,310,0.416
0.821314566,2.894423761,2.548794339,0.782047997,1.721038655,0.092009956,0.04,0.046,324,0.43
0.430314297,2.606533828,2.548794339,0.782047997,-1.68056389,0.025758698,0.038,0.127,320,0.788
1.268172016,0.527328752,2.548794339,0.782047997,-1.68056389,-0.009915057,0.09,0.169,324,1.31
-0.072400334,2.894423761,2.593410123,0.782047997,1.312846349,0.04104745,0.036,0.055,326,0.277
-0.74268651,2.894423761,2.593410123,0.782047997,1.312846349,0.092009956,0.04,0.058,325,0.181
-0.519257785,4.045983496,2.77187326,0.782047997,1.312846349,0.092009956,0.053,0.089,333,0.305
1.044743291,2.906940715,2.950336398,0.782047997,1.176782248,0.092009956,0.071,0.131,346,0.988
1.268172016,2.906940715,2.994952182,0.782047997,1.176782248,0.092009956,0.071,0.131,348,0.988
-0.295829059,2.894423761,3.039567966,0.782047997,1.721038655,0.142972463,0.053,0.065,349,0.45
0.821314566,2.906940715,3.039567966,0.782047997,1.176782248,0.092009956,0.095,0.139,350,0.938
0.597885841,5.44649153,3.128799535,0.782047997,1.312846349,0.092009956,0.028,0.084,355,0.715
0.430314297,3.591200847,3.7980363,0.782047997,-1.272371585,0.000277445,0.09,0.16,387,2
-0.314597072,3.591200847,3.7980363,0.782047997,-1.272371585,0.000277445,0.09,0.16,387,2
