Age of vehicle,engine capacity (cc),Fuel consumption (metric combined),fuel type,gearbox,Noise level (dB(A)),PM emissions (g/km),Nox emissions (g/km),HC emissions (g/km),CO2 emission (g/km),CO emissions (g/km)
-0.74268651,-0.258457781,-0.931236841,-1.277345062,0.360397637,-0.060877563,0.02,0.191,NA,152,0.051
0.151028391,-0.258457781,-0.931236841,-1.277345062,0.360397637,-0.060877563,0.02,0.237,NA,154,0.089
1.268172016,-0.258457781,-0.931236841,-1.277345062,0.360397637,-0.009915057,0.03,0.42,,154,0.13
1.268172016,-0.258457781,-0.931236841,-1.277345062,0.360397637,-0.009915057,0.03,0.465,,154,0.1
-0.74268651,-0.695160386,-0.931236841,-1.277345062,-1.68056389,-0.060877563,0.02,0.176,0.021,150,0.169
-0.74268651,0.207451048,-0.975852625,-1.277345062,0.768589942,0.04104745,1,0.162,NA,150,0.161
0.430314297,-0.120771291,-0.975852625,-1.277345062,0.360397637,0.04104745,0.01,0.23,NA,149,0.24
-0.295829059,-0.158322152,-0.975852625,-1.277345062,-0.047794669,-0.162802576,0,0.144,NA,148,0.039
-0.74268651,0.207451048,-1.020468409,-1.277345062,0.768589942,-0.009915057,1,0.162,NA,147,0.161
-0.74268651,0.207451048,-1.020468409,-1.277345062,0.768589942,0.04104745,1,0.162,NA,149,0.161
-0.295829059,-0.116598973,-1.020468409,-1.277345062,0.768589942,-0.060877563,0.2,0.2,NA,146,0.17
-0.74268651,-0.116598973,-1.020468409,-1.277345062,0.768589942,0.092009956,1.2,0.158,NA,143,0.29
-0.295829059,-0.126334382,-1.020468409,-1.277345062,0.768589942,0.04104745,0.02,0.196,,145,0.134
1.268172016,-0.258457781,-1.020468409,-1.277345062,0.360397637,-0.009915057,0.03,0.42,,149,0.137
0.597885841,-0.818939149,-1.020468409,-1.277345062,0.360397637,0.04104745,0.04,0.399,,145,0.079
0.374457116,-0.818939149,-1.020468409,-1.277345062,0.360397637,0.04104745,0.04,0.399,,145,0.079
-0.295829059,-0.116598973,-1.065084194,-1.277345062,0.768589942,-0.213765083,0.02,0.193,NA,144,0.196
-0.74268651,-0.158322152,-1.065084194,-1.277345062,-0.047794669,-0.11184007,0.01,0.126,NA,143,0.05
1.044743291,-0.258457781,-1.065084194,-1.277345062,0.768589942,-0.009915057,0.003,0.376,,146,0.081
0.151028391,-0.258457781,-1.065084194,-1.277345062,0.360397637,-0.060877563,0.02,0.206,,143,0.12
1.044743291,-0.258457781,-1.065084194,-1.277345062,0.360397637,0.04104745,0.04,0.314,,146,0.436
-0.295829059,-0.863443873,-1.065084194,-1.277345062,0.768589942,-0.162802576,0.02,0.192,0.023,145,0.206
-0.74268651,-0.158322152,-1.109699978,-1.277345062,0.768589942,0.04104745,0.12,0.136,NA,139,0.157
0.151028391,-0.258457781,-1.109699978,-1.277345062,0.360397637,-0.060877563,0.02,0.191,NA,143,0.041
1.268172016,-0.258457781,-1.109699978,-1.277345062,0.360397637,0.092009956,0.03,0.461,,143,0.316
1.268172016,-0.258457781,-1.109699978,-1.277345062,0.360397637,0.04104745,0.04,0.314,,143,0.436
-0.072400334,-0.818939149,-1.109699978,-1.277345062,0.360397637,-0.11184007,0.02,0.22,0.02,140,0.12
-0.519257785,-0.818939149,-1.109699978,-1.277345062,0.360397637,-0.11184007,0.02,0.22,,140,0.12
-1.412972685,-0.863443873,-1.109699978,-1.277345062,0.360397637,-0.213765083,0.001,0.14,0.035,138,0.459
-1.63640141,-0.863443873,-1.109699978,-1.277345062,0.360397637,-0.213765083,0.001,0.14,0.075,138,0.459
-0.74268651,-0.116598973,-1.154315762,-1.277345062,0.768589942,-0.009915057,0.01,0.14,NA,136,0.23
1.268172016,-0.258457781,-1.154315762,-1.277345062,0.360397637,-0.060877563,0.03,0.369,,140,0.117
1.044743291,-0.258457781,-1.154315762,-1.277345062,0.360397637,-0.060877563,0.04,0.408,,140,0.055
0.151028391,-0.258457781,-1.154315762,-1.277345062,0.360397637,-0.060877563,0.04,0.408,,140,0.055
-0.966115235,-0.863443873,-1.154315762,-1.277345062,0.768589942,-0.178091328,0,0.153,0.022,135,0.2
-1.18954396,-0.863443873,-1.154315762,-1.277345062,0.768589942,-0.178091328,0,0.153,0.022,135,0.2
-0.519257785,-0.863443873,-1.154315762,-1.277345062,0.768589942,-0.162802576,0.02,0.192,0.023,139,0.206
-0.74268651,-0.863443873,-1.154315762,-1.277345062,0.768589942,-0.162802576,0.02,0.192,0.023,139,0.206
-0.74268651,-0.116598973,-1.198931547,-1.277345062,0.768589942,-0.009915057,0.01,0.14,NA,135,0.23
-0.74268651,-0.116598973,-1.198931547,-1.277345062,0.768589942,-0.009915057,0.01,0.14,NA,134,0.23
1.268172016,-0.258457781,-1.198931547,-1.277345062,0.360397637,0.092009956,0.02,0.449,,138,0.362
1.044743291,-0.258457781,-1.198931547,-1.277345062,0.360397637,0.092009956,0.02,0.449,,138,0.362
1.268172016,-0.258457781,-1.198931547,-1.277345062,0.360397637,0.04104745,0.04,0.391,,138,0.15
-1.18954396,-0.863443873,-1.198931547,-1.277345062,0.768589942,0.092009956,0,0.114,0.018,134,0.417
-0.072400334,-0.863443873,-1.198931547,-1.277345062,0.360397637,-0.11184007,0.02,0.228,0.029,135,0.129
-0.295829059,-0.863443873,-1.198931547,-1.277345062,0.360397637,-0.060877563,0.02,0.227,0.032,136,0.218
-0.295829059,-0.998348818,-1.243547331,-1.277345062,1.040718146,-0.213765083,0.02,0.179,NA,131,0.094
-0.295829059,-0.998348818,-1.243547331,-1.277345062,0.360397637,-0.213765083,0.02,0.218,NA,132,0.176
0.374457116,-0.998348818,-1.243547331,-1.277345062,0.360397637,-0.122032571,0.04,0.4,NA,133,0.16
-0.295829059,-0.695160386,-1.288163115,-1.277345062,0.360397637,-0.009915057,0.02,0.191,,128,0.307
-1.412972685,-0.863443873,-1.288163115,-1.277345062,0.768589942,-0.009915057,0.0008,0.137,0.022,129,0.371
-0.74268651,-0.998348818,-1.288163115,-1.277345062,0.768589942,0.04104745,0,0.18,NA,130,0.18
1.268172016,-0.258457781,-1.3327789,-1.277345062,0.360397637,0.04104745,0.04,0.373,,130,0.377
0.374457116,-0.818939149,-1.3327789,-1.277345062,0.360397637,0.04104745,0.03,0.41,,127,0.166
-0.74268651,-0.998348818,-1.3327789,-1.277345062,1.040718146,-0.213765083,0.21,0.21,NA,127,0.22
-2.697687854,-0.120771291,-1.377394684,-1.277345062,0.768589942,-0.060877563,0,0.025,NA,123,0.275
-2.697687854,-0.120771291,-1.377394684,-1.277345062,0.768589942,-0.060877563,0,0.025,NA,124,0.275
-0.295829059,-0.695160386,-1.377394684,-1.277345062,0.360397637,-0.009915057,0.02,0.191,,125,0.307
-2.753545036,-0.863443873,-1.377394684,-1.277345062,0.768589942,-0.060877563,0.0002,0.027,0.031,123,0.016
-0.295829059,-0.863443873,-1.377394684,-1.277345062,0.360397637,-0.11184007,0.02,0.211,0.023,125,0.201
-0.74268651,-0.998348818,-1.377394684,-1.277345062,0.768589942,-0.264727589,0.01,0.17,NA,125,0.25
-0.74268651,-0.158322152,-1.422010468,-1.277345062,0.768589942,-0.009915057,0.12,0.164,NA,119,0.192
-0.519257785,-0.863443873,-1.422010468,-1.277345062,0.360397637,0.04104745,0.02,0.199,0.016,120,0.143
-0.74268651,-0.863443873,-1.422010468,-1.277345062,0.360397637,0.04104745,0.02,0.199,0.016,120,0.143
-0.966115235,-0.863443873,-1.422010468,-1.277345062,0.360397637,0.04104745,0.02,0.199,0.016,120,0.143
-2.697687854,-0.672908024,-1.466626253,-1.277345062,0.768589942,0.092009956,0,0.024,NA,119,0.184
-0.295829059,-0.695160386,-1.466626253,-1.277345062,0.360397637,-0.060877563,0,0.162,,119,0.196
-0.74268651,-0.695160386,-1.466626253,-1.277345062,0.768589942,-0.009915057,0.02,0.203,0.036,119,0.211
-0.74268651,-0.695160386,-1.466626253,-1.277345062,0.768589942,-0.009915057,0.02,0.203,0.036,117,0.211
-0.072400334,-0.818939149,-1.466626253,-1.277345062,0.360397637,-0.060877563,0.02,0.18,0.05,118,0.36
1.268172016,-0.917684006,-1.466626253,-1.277345062,0.360397637,-0.009915057,0.02,0.428,,120,0.095
-0.74268651,-0.953844094,-1.466626253,-1.277345062,0.360397637,-0.060877563,0.02,0.181,0.03,118,0.207
-0.314597072,-0.998348818,-1.466626253,-1.277345062,0.360397637,-0.11184007,0.02,0.17,NA,119,0.07
-0.314597072,-0.998348818,-1.466626253,-1.277345062,1.040718146,-0.11184007,0.02,0.17,NA,119,0.07
-0.74268651,-0.695160386,-1.511242037,-1.277345062,0.768589942,-0.162802576,0.02,0.179,0.052,115,0.254
0.374457116,-0.917684006,-1.511242037,-1.277345062,0.360397637,-0.009915057,0.02,0.18,NA,119,0.095
0.821314566,-0.917684006,-1.511242037,-1.277345062,0.360397637,-0.009915057,0.02,0.331,NA,119,0.116
-0.74268651,-0.953844094,-1.511242037,-1.277345062,0.360397637,-0.060877563,0.02,0.181,0.03,116,0.207
1.268172016,-0.96218873,-1.511242037,-1.277345062,0.360397637,0.04104745,0.02,0.428,,119,0.095
0.430314297,-0.998348818,-1.511242037,-1.277345062,0.360397637,-0.106743819,0.03,0.35,NA,117,0.23
-2.121241744,-0.672908024,-1.555857822,-1.277345062,0.768589942,-0.11184007,1,0.032,NA,110,0.108
1.268172016,-0.917684006,-1.555857822,-1.277345062,0.360397637,-0.009915057,0.02,0.331,NA,116,0.116
-1.897813018,-0.998348818,-1.555857822,-1.277345062,0.768589942,0.092009956,0.04,0.155,NA,112,0.297
-1.506812749,-0.998348818,-1.555857822,-1.277345062,0.768589942,0.092009956,0.4,0.155,NA,112,0.297
-2.121241744,-0.672908024,-1.600473606,-1.277345062,0.768589942,-0.009915057,0,0.016,NA,108,0.412
-0.74268651,-0.695160386,-1.600473606,-1.277345062,0.768589942,-0.162802576,0.02,0.179,0.052,110,0.254
-1.412972685,-0.863443873,-1.600473606,-1.277345062,0.768589942,-0.009915057,0,0.166,0.022,110,0.38
-1.63640141,-0.863443873,-1.600473606,-1.277345062,0.768589942,-0.060877563,0.0001,0.176,0.026,105,0.36
-1.506812749,-0.951062549,-1.600473606,-1.277345062,0.768589942,-0.009915057,1,0.101,NA,109,0.199
-1.897813018,-0.951062549,-1.600473606,-1.277345062,0.768589942,-0.009915057,1,0.101,NA,109,0.199
-0.74268651,-0.998348818,-1.600473606,-1.277345062,1.040718146,-0.009915057,0.02,0.16,NA,110,0.22
-1.506812749,-0.998348818,-1.600473606,-1.277345062,0.768589942,-0.009915057,1,0.101,NA,109,0.199
-1.897813018,-0.998348818,-1.600473606,-1.277345062,0.768589942,-0.009915057,1,0.101,NA,109,0.199
-2.121241744,-0.951062549,-1.64508939,-1.277345062,0.768589942,-0.213765083,0,0.06,NA,106,0.064
-0.295829059,-0.951062549,-1.64508939,-1.277345062,0.360397637,-0.050685062,0.01,0.24,NA,109,0.18
-0.74268651,-0.998348818,-1.64508939,-1.277345062,0.768589942,-0.264727589,0.02,0.17,NA,109,0.3
-1.506812749,-0.998348818,-1.64508939,-1.277345062,0.768589942,-0.009915057,1,0.12,NA,107,0.198
-1.897813018,-0.998348818,-1.64508939,-1.277345062,0.768589942,-0.009915057,1,0.12,NA,107,0.198
-2.306687585,-0.863443873,-1.689705175,-1.277345062,0.768589942,-0.060877563,0.0001,0.018,0.018,104,0.063
-1.859830135,-0.863443873,-1.689705175,-1.277345062,0.768589942,-0.060877563,0.0001,0.018,0.021,104,0.063
-2.53011631,-0.863443873,-1.689705175,-1.277345062,0.768589942,-0.060877563,0.0001,0.018,0.021,104,0.063
-2.08325886,-0.863443873,-1.689705175,-1.277345062,0.768589942,-3.676004887,0.6,0.0001,0.018,104,0.021
-1.506812749,-0.951062549,-1.734320959,-1.277345062,0.768589942,-0.009915057,1,0.113,NA,103,0.196
-1.897813018,-0.951062549,-1.734320959,-1.277345062,0.768589942,-0.009915057,1,0.113,NA,103,0.196
-1.506812749,-0.951062549,-1.778936743,-1.277345062,0.768589942,-0.009915057,1,0.113,NA,99,0.196
-1.897813018,-0.951062549,-1.778936743,-1.277345062,0.768589942,-0.009915057,1,0.113,NA,99,0.196
-2.121241744,-0.951062549,-1.912784096,-1.277345062,0.768589942,-0.213765083,0,0.057,NA,92,0.054
