bias,Age of vehicle,engine capacity (cc),Fuel consumption (metric combined),Noise level (dB(A)),fuel type,gearbox,PM emissions (g/km),Nox emissions (g/km),HC+Nox emissions(g/km),HC emissions (g/km),Euro standard,CO2 emission (g/km),CO emissions (g/km)
1,0.597885841,0.576005794,-0.30661586,-0.009915057,-1.277345062,-1.408435687,0.04,0.288,0.301, na,3,192,0.022
1,-0.74268651,1.231059701,-0.30661586,-0.11184007,-1.277345062,1.448910451,0.04,0.172,0.192,NA,5,189,0.233
1,0.430314297,-0.120771291,-0.30661586,0.035951199,-1.277345062,0.360397637,0.04,0.44,0.44,NA,3,190,0.08
1,0.151028391,-0.126334382,-0.30661586,0.092009956,-1.277345062,0.360397637,0.04,0.364,0.422,,3,187,0.294
1,0.374457116,-0.126334382,-0.30661586,0.092009956,-1.277345062,0.360397637,0.04,0.403,0.568,,3,190,0.441
1,-0.295829059,-0.394753499,-0.30661586,0.04104745,0.782047997,0.768589942,NA,0.02,,0.018,4,169,0.326
1,-0.295829059,-0.672908024,-0.30661586,-0.11184007,0.782047997,0.360397637,NA,0.03,NA,0.059,4,166,0.811
1,-0.74268651,-0.13606979,-0.30661586,0.092009956,0.782047997,-1.408435687,NA,0.023,,0.071,4,167,0.76
1,1.268172016,-0.672908024,-0.30661586,-0.060877563,0.782047997,0.360397637,,0.047,,0.083,4,170,0.504
1,0.430314297,-0.120771291,-0.262000075,0.086913706,-1.277345062,0.360397637,0.02,0.42,0.43,NA,3,191,0.12
1,1.268172016,0.576005794,-0.262000075,-0.009915057,-1.277345062,0.768589942,0.03,0.318,0.374,,3,194,0.314
1,1.268172016,-0.258457781,-0.262000075,-0.11184007,-1.277345062,-1.272371585,0.03,0.412,0.44,,3,194,0.131
1,1.268172016,-0.258457781,-0.262000075,-0.11184007,-1.277345062,-1.272371585,0.03,0.412,0.442,,3,194,0.131
1,0.821314566,0.142084735,-0.262000075,0.030854949,-1.277345062,0.768589942,0.04,0.45,,0.04,3,190,0.43
1,0.597885841,0.142084735,-0.262000075,0.030854949,-1.277345062,0.768589942,0.04,0.45,,0.04,3,190,0.43
1,0.374457116,0.142084735,-0.262000075,0.030854949,-1.277345062,0.768589942,0.04,0.45,,0.04,3,190,0.43
1,-0.072400334,0.142084735,-0.262000075,0.030854949,-1.277345062,0.768589942,0.04,0.45,,0.04,3,190,0.43
1,-0.519257785,0.147647826,-0.262000075,-0.009915057,-1.277345062,0.360397637,0.04,0.312,0.354,,4,190,0.313
1,1.268172016,0.576005794,-0.262000075,-0.009915057,-1.277345062,0.768589942,0.04,0.347,0.409,,3,194,0.509
1,1.044743291,-0.126334382,-0.262000075,0.142972463,-1.277345062,0.360397637,0.05,0.546,0.588,,3,192,0.406
1,0.597885841,-0.126334382,-0.262000075,0.142972463,-1.277345062,0.360397637,0.05,0.546,0.588,,3,192,0.406
1,0.374457116,-0.126334382,-0.262000075,0.142972463,-1.277345062,0.360397637,0.05,0.546,0.588,,3,192,0.406
1,-0.74268651,1.231059701,-0.262000075,-0.11184007,-1.277345062,1.721038655,0.2,0.145,0.165,Na,5,189,0.152
1,-0.74268651,0.207451048,-0.262000075,-0.101647568,-1.277345062,-1.136307483,0.9,0.074,82,NA,5,189,0.044
1,-1.859830135,-0.557473896,-0.262000075,0.092009956,0.782047997,0.768589942,N/A,0.004,,0.024,5,165,0.248
1,-2.08325886,-0.557473896,-0.262000075,0.092009956,0.782047997,0.768589942,N/A,0.004,,0.024,5,165,0.248
1,0.430314297,-0.400316589,-0.262000075,0.04104745,0.782047997,0.360397637,NA,0.05,NA,0.03,4,171,0.48
1,0.430314297,-0.400316589,-0.262000075,0.04104745,0.782047997,0.360397637,NA,0.05,NA,0.03,4,172,0.48
1,-0.295829059,-0.400316589,-0.262000075,0.04104745,0.782047997,0.360397637,NA,0.05,NA,0.03,4,171,0.48
1,-0.295829059,-0.400316589,-0.262000075,0.04104745,0.782047997,0.360397637,NA,0.05,NA,0.03,4,172,0.48
1,-0.314597072,-0.394753499,-0.262000075,-0.060877563,0.782047997,0.360397637,NA,0.01,NA,0.04,4,170,0.422
1,0.430314297,-0.672908024,-0.262000075,-0.060877563,0.782047997,0.360397637,NA,0.03,NA,0.06,4,172,0.55
1,1.268172016,-0.672908024,-0.262000075,0.092009956,0.782047997,0.360397637,,0.042,,0.059,4,173,0.191
1,1.044743291,-0.672908024,-0.262000075,-0.009915057,0.782047997,0.360397637,,0.032,,0.061,4,173,0.353
1,-0.072400334,-0.126334382,-0.217384291,-0.11184007,-1.277345062,-1.68056389,0,0.193,0.194,0.001,4,191,0.056
1,-0.295829059,0.856941865,-0.217384291,-0.060877563,-1.277345062,-1.408435687,0,0.232,0.279,NA,4,194,0.35
1,-0.519257785,-0.126334382,-0.217384291,-0.11184007,-1.277345062,-1.68056389,0,0.242,0.248,,4,191,0.062
1,0.597885841,0.576005794,-0.217384291,0.092009956,-1.277345062,0.768589942,0.01,0.216,0.259, NA,4,196,0.173
1,0.374457116,0.576005794,-0.217384291,-0.009915057,-1.277345062,-1.408435687,0.02,0.177,0.217,NA,4,197,0.158
1,-0.072400334,0.147647826,-0.217384291,-0.009915057,-1.277345062,0.360397637,0.05,0.315,0.353,0.038,4,191,0.311
1,0.374457116,-0.13606979,-0.217384291,0.04104745,0.782047997,0.360397637,NA,0.035,,0.082,4,175,0.193
1,-0.519257785,-0.671517251,-0.217384291,0.092009956,0.782047997,0.360397637,,0.01,0.04,0.03,4,174,0.36
1,1.268172016,-1.030336588,-0.217384291,-0.162802576,0.782047997,-1.68056389,,0.01,,0.07,3,176,0.65
1,0.597885841,-1.030336588,-0.217384291,-0.162802576,0.782047997,-1.68056389,,0.01,0.08,0.07,3,176,0.65
1,-0.072400334,-0.435085905,-0.172768507,-0.009915057,0.782047997,0.360397637,N/A,0.005,,0.032,4,177,0.428
1,0.821314566,-0.435085905,-0.172768507,-0.060877563,0.782047997,0.496461739,N/A,0.01,,0.05,3,177,0.64
1,0.597885841,-0.435085905,-0.172768507,-0.060877563,0.782047997,0.496461739,N/A,0.01,,0.05,3,177,0.64
1,0.374457116,-0.435085905,-0.172768507,-0.060877563,0.782047997,0.360397637,N/A,0.01,,0.05,3,177,0.64
1,-0.295829059,-0.672908024,-0.172768507,-0.060877563,0.782047997,-1.68056389,N/A,0.014,,0.053,4,175,0.251
1,-0.74268651,-0.131897472,-0.172768507,-0.015011307,0.782047997,0.768589942,NA,0.01,NA,0.02,4,174,0.32
1,-0.74268651,-0.394753499,-0.172768507,0.04104745,0.782047997,0.768589942,NA,0.036,,0.046,5,172,0.31
1,0.430314297,-0.400316589,-0.172768507,-0.009915057,0.782047997,0.768589942,NA,0.01,NA,0.06,3,178,1.01
1,1.268172016,-0.671517251,-0.172768507,-0.060877563,0.782047997,0.360397637,,0.024,,0.042,3,176,0.528
1,0.597885841,-0.671517251,-0.172768507,-0.060877563,0.782047997,0.360397637,,0.024,0.066,0.042,3,176,0.528
1,-0.295829059,0.142084735,-0.128152722,0.005373695,-1.277345062,0.768589942,0.02,0.233,,0.029,4,201,0.137
1,0.821314566,-0.435085905,-0.128152722,0.04104745,0.782047997,0.360397637,N/A,0.02,,0.024,3,180,0.589
1,1.044743291,-0.435085905,-0.128152722,0.04104745,0.782047997,0.360397637,N/A,0.02,,0.024,3,180,0.589
1,0.374457116,-0.435085905,-0.128152722,0.04104745,0.782047997,0.360397637,N/A,0.02,,0.024,3,180,0.589
1,0.151028391,-0.435085905,-0.128152722,0.04104745,0.782047997,0.360397637,N/A,0.02,,0.024,3,180,0.589
1,-0.072400334,-0.435085905,-0.128152722,0.04104745,0.782047997,0.360397637,N/A,0.02,,0.024,3,180,0.589
1,-0.072400334,-0.397535044,-0.128152722,0.04104745,0.782047997,0.360397637,N/A,0.034,,0.027,4,180,0.751
1,1.268172016,-0.435085905,-0.128152722,0.04104745,0.782047997,0.360397637,N/A,0.054,,0.055,3,180,0.667
1,-0.314597072,-0.116598973,-0.128152722,-0.009915057,0.782047997,1.040718146,NA,0.05,NA,0.03,4,179,0.41
1,0.430314297,-0.397535044,-0.128152722,-0.009915057,0.782047997,1.040718146,NA,0.05,NA,0.03,4,179,0.41
1,-0.74268651,-0.13606979,-0.128152722,0.092009956,0.782047997,1.721038655,NA,0.029,,0.034,5,174,0.386
1,-0.74268651,-0.131897472,-0.128152722,-0.122032571,0.782047997,1.040718146,NA,0.01,NA,0.04,4,177,0.28
1,0.430314297,-0.672908024,-0.128152722,0.04104745,0.782047997,0.360397637,NA,0.02,NA,0.04,4,178,0.57
1,-0.314597072,-0.672908024,-0.128152722,0.04104745,0.782047997,0.360397637,NA,0.02,NA,0.04,4,178,0.57
1,1.268172016,-0.671517251,-0.128152722,-0.009915057,0.782047997,0.360397637,,0.048,,0.043,3,179,0.36
1,0.597885841,-0.126334382,-0.083536938,0.092009956,-1.277345062,0.360397637,0.05,0.592,0.613,,3,202,0.22
1,1.044743291,-0.126334382,-0.083536938,0.092009956,-1.277345062,0.360397637,0.05,0.624,0.643,,3,202,0.201
1,0.151028391,-0.435085905,-0.083536938,0.04104745,0.782047997,0.360397637,N/A,0.02,,0.024,3,183,0.589
1,-0.966115235,-0.117989746,-0.083536938,-0.213765083,0.782047997,-0.319922872,N/A,0.01,,0.044,4,179,0.324
1,-1.18954396,-0.645092571,-0.083536938,0.295859982,0.782047997,-0.319922872,N/A,0.001,,0.056,5,175,0.444
1,-0.74268651,-0.13606979,-0.083536938,-0.060877563,0.782047997,-0.047794669,NA,0.017,NA,0.054,4,181,0.425
1,0.151028391,-0.13606979,-0.083536938,-0.060877563,0.782047997,0.768589942,NA,0.038,,0.07,4,182,0.222
1,0.821314566,-0.671517251,-0.083536938,0.04104745,0.782047997,0.360397637,,0.108,,0.034,3,182,0.204
1,0.597885841,-0.671517251,-0.083536938,0.04104745,0.782047997,0.360397637,,0.108,0.142,0.034,3,182,0.204
1,0.374457116,-0.671517251,-0.083536938,0.04104745,0.782047997,0.360397637,,0.108,,0.034,3,182,0.204
1,0.151028391,-0.672908024,-0.083536938,0.092009956,0.782047997,0.768589942,,0.023,,0.038,4,181,0.12
1,0.597885841,-1.030336588,-0.083536938,-0.060877563,0.782047997,-1.68056389,,0.04,0.081,0.041,3,181,0.47
1,0.597885841,-0.671517251,-0.083536938,-0.009915057,0.782047997,-1.68056389,,0.06,0.104,0.044,3,183,0.32
1,0.597885841,-0.435085905,-0.038921154,-0.009915057,0.782047997,0.224333535,N/A,0.01,,0.035,3,183,0.449
1,0.374457116,-0.435085905,-0.038921154,-0.009915057,0.782047997,0.224333535,N/A,0.01,,0.035,3,183,0.449
1,0.151028391,-0.435085905,-0.038921154,-0.009915057,0.782047997,0.224333535,N/A,0.01,,0.035,3,183,0.449
1,-0.072400334,-0.435085905,-0.038921154,-0.009915057,0.782047997,0.224333535,N/A,0.01,,0.035,3,183,0.449
1,0.430314297,-0.397535044,-0.038921154,-0.009915057,0.782047997,0.360397637,NA,0.01,NA,0.03,4,184,0.37
1,-0.314597072,-0.397535044,-0.038921154,-0.009915057,0.782047997,0.360397637,NA,0.01,NA,0.03,4,184,0.37
1,0.430314297,-0.400316589,-0.038921154,-0.060877563,0.782047997,-1.68056389,NA,0.03,NA,0.04,4,187,0.45
1,-0.295829059,-0.400316589,-0.038921154,-0.060877563,0.782047997,-1.68056389,NA,0.03,NA,0.04,4,187,0.45
1,-0.74268651,-0.13606979,-0.038921154,0.092009956,0.782047997,1.448910451,NA,0.025,,0.056,5,177,0.521
1,-0.519257785,-0.677080342,-0.038921154,-0.009915057,0.782047997,-1.136307483,NA,0.04,,0.074,4,183,0.494
1,0.430314297,-0.400316589,-0.038921154,0.04104745,0.782047997,0.768589942,NA,0.03,NA,0.13,3,185,1.22
1,1.268172016,-0.672908024,-0.038921154,0.04104745,0.782047997,0.360397637,,0.031,,0.055,4,185,0.53
1,0.821314566,-0.435085905,0.005694631,-0.060877563,0.782047997,-1.68056389,N/A,0.031,,0.027,3,188,0.512
1,1.044743291,-0.435085905,0.005694631,-0.060877563,0.782047997,-1.68056389,N/A,0.031,,0.027,3,188,0.512
1,0.597885841,-0.435085905,0.005694631,-0.060877563,0.782047997,-1.68056389,N/A,0.031,,0.027,3,187,0.512
1,0.374457116,-0.435085905,0.005694631,-0.060877563,0.782047997,-1.68056389,N/A,0.031,,0.027,3,187,0.512
1,0.151028391,-0.435085905,0.005694631,-0.060877563,0.782047997,-1.68056389,N/A,0.031,,0.027,3,187,0.512
1,0.821314566,0.142084735,0.005694631,0.04104745,-1.277345062,0.224333535,N/A,0.024,,0.036,3,168,0.355
1,0.821314566,-0.435085905,0.005694631,0.04104745,0.782047997,0.224333535,N/A,0.024,,0.036,3,186,0.355
1,1.268172016,-0.435085905,0.005694631,0.04104745,0.782047997,0.224333535,N/A,0.024,,0.036,3,186,0.355
1,1.044743291,-0.435085905,0.005694631,0.04104745,0.782047997,0.224333535,N/A,0.024,,0.036,3,186,0.355
1,1.268172016,-0.435085905,0.005694631,-0.060877563,0.782047997,-1.68056389,N/A,0.067,,0.068,3,188,0.49
1,0.430314297,-0.672908024,0.005694631,-0.11184007,0.782047997,-1.68056389,NA ,0.02,NA,0.05,4,188,0.45
1,1.268172016,-0.816157604,0.005694631,-0.162802576,0.782047997,-1.68056389,,0.02,,0.043,3,188,0.46
1,0.597885841,-0.816157604,0.005694631,-0.162802576,0.782047997,-1.68056389,,0.02,0.063,0.043,3,188,0.46
1,1.268172016,-0.96218873,0.005694631,0.04104745,0.782047997,-1.68056389,,0.019,,0.062,4,187,0.31
1,1.044743291,-0.96218873,0.005694631,0.04104745,0.782047997,-1.68056389,,0.019,,0.062,4,187,0.31
1,1.268172016,0.576005794,0.050310415,0.04104745,-1.277345062,1.721038655,0.03,0.333,,NA,3,213,0.319
1,1.268172016,0.576005794,0.050310415,-0.009915057,-1.277345062,1.721038655,0.03,0.35,0.371,NA ,3,213,0.041
1,1.268172016,0.527328752,0.050310415,0.066528703,-1.277345062,0.360397637,0.08,0.682,0.73,,3,213,0.24
1,1.268172016,0.527328752,0.050310415,0.066528703,-1.277345062,0.360397637,0.08,0.682,0.73,,3,213,0.242
1,0.430314297,-0.672908024,0.050310415,-0.11184007,0.782047997,-1.68056389,NA,0.02,NA,0.05,4,190,0.45
1,1.268172016,-0.418396633,0.050310415,-0.009915057,0.782047997,0.360397637,NA ,0.036,,0.078,3,190,0.874
1,1.268172016,-0.684034205,0.050310415,-0.060877563,0.782047997,0.360397637,,0.058,,0.061,4,190,0.592
1,1.268172016,-0.96218873,0.050310415,0.04104745,0.782047997,0.360397637,,0.06,,0.095,4,190,0.526
1,0.151028391,1.231059701,0.094926199,0.04104745,-1.277345062,1.312846349,0,0.177,0.215,NA,4,212,0.261
1,-0.519257785,-0.126334382,0.094926199,0.092009956,-1.277345062,-1.68056389,0,0.192,0.194,,4,210,0.097
1,0.151028391,-0.126334382,0.094926199,0.04104745,-1.277345062,-1.68056389,0.03,0.405,0.455,,3,210,0.179
1,-0.072400334,-0.126334382,0.094926199,-0.060877563,-1.277345062,-1.68056389,0.04,0.161,0.17,0.009,4,210,0.216
1,-0.295829059,-0.117989746,0.094926199,-0.213765083,0.782047997,-0.319922872,N/A,0.018,,0.044,4,192,0.324
1,0.821314566,-0.435085905,0.094926199,-0.11184007,0.782047997,-1.68056389,N/A,0.07,,0.07,3,192,0.6
1,0.597885841,-0.435085905,0.094926199,-0.11184007,0.782047997,-1.68056389,N/A,0.07,,0.07,3,192,0.6
1,0.374457116,-0.435085905,0.094926199,-0.11184007,0.782047997,-1.68056389,N/A,0.07,,0.07,3,192,0.6
1,-0.072400334,-0.435085905,0.094926199,-0.11184007,0.782047997,-1.68056389,N/A,0.07,,0.07,3,192,0.6
1,-0.519257785,-0.13606979,0.094926199,0.092009956,0.782047997,-1.136307483,NA,0.043,,0.052,4,192,0.179
1,-0.072400334,-0.677080342,0.094926199,-0.009915057,0.782047997,-1.136307483,NA,0.035,,0.06,4,192,0.434
1,1.044743291,-0.13606979,0.094926199,-0.009915057,0.782047997,-1.408435687,NA,0.037,,0.082,4,192,0.712
1,0.821314566,-0.13606979,0.094926199,-0.009915057,0.782047997,-1.408435687,NA,0.038,,0.088,4,192,0.705
1,0.597885841,-0.148586744,0.094926199,0.092009956,0.782047997,0.360397637,,0.036,0.06,0.024,3,193,0.276
1,0.374457116,-0.148586744,0.094926199,0.092009956,0.782047997,0.360397637,,0.036,,0.024,3,193,0.276
1,-0.072400334,-0.116598973,0.094926199,-0.060877563,0.782047997,0.360397637,,0.014,0.043,0.029,4,190,0.343
1,-0.519257785,-0.116598973,0.094926199,-0.060877563,0.782047997,0.360397637,,0.014,0.043,0.029,4,190,0.343
1,1.268172016,-0.148586744,0.094926199,-0.009915057,0.782047997,0.360397637,,0.024,,0.029,3,192,0.384
1,0.597885841,-0.148586744,0.094926199,-0.009915057,0.782047997,0.360397637,,0.024,0.053,0.029,3,192,0.384
1,0.151028391,-0.117989746,0.094926199,0.04104745,0.782047997,0.360397637,,0.01,,0.03,3,190,0.354
1,-0.519257785,-0.148586744,0.094926199,0.04104745,0.782047997,0.360397637,,0.016,0.048,0.032,4,190,0.4
1,1.268172016,-0.677080342,0.094926199,-0.009915057,0.782047997,0.360397637,,0.054,,0.046,4,192,0.583
1,0.821314566,-0.671517251,0.094926199,0.092009956,0.782047997,0.360397637,,0.036,,0.053,3,191,0.47
1,0.597885841,-0.671517251,0.094926199,-0.009915057,0.782047997,-1.68056389,,0.05,,0.058,3,192,0.36
1,1.268172016,-0.677080342,0.094926199,-0.009915057,0.782047997,0.360397637,,0.054,,0.061,3,192,0.583
1,-0.519257785,0.147647826,0.139541984,-0.009915057,-1.277345062,-1.272371585,0,0.287,0.287,,4,212,0.043
1,-0.072400334,0.147647826,0.139541984,-0.009915057,-1.277345062,-1.272371585,0.02,0.288,0.288,0,4,212,0.041
1,1.268172016,0.576005794,0.139541984,0.092009956,-1.277345062,-1.272371585,0.03,0.418,0.451,,3,219,0.086
1,1.044743291,0.576005794,0.139541984,0.092009956,-1.277345062,-1.272371585,0.03,0.418,0.451,,3,219,0.086
1,-0.74268651,1.25192129,0.139541984,-0.060877563,-1.277345062,-1.272371585,0.05,0.25,0.26,NA,4,214,0.05
1,1.268172016,0.527328752,0.139541984,0.066528703,-1.277345062,0.360397637,0.07,0.064,0.715,,3,219,0.333
1,-0.519257785,-0.120771291,0.139541984,-0.305497594,-1.277345062,-1.136307483,4,0,,0.015,,216,0.076
1,-0.519257785,-0.13606979,0.139541984,0.04104745,0.782047997,-1.408435687,NA,0.018,,0.038,4,194,0.636
1,0.430314297,-0.116598973,0.139541984,-0.009915057,0.782047997,0.360397637,NA,0.02,NA,0.07,4,191,0.49
1,0.430314297,-0.116598973,0.139541984,-0.009915057,0.782047997,0.360397637,NA,0.02,NA,0.07,4,193,0.49
1,-0.295829059,-0.116598973,0.139541984,-0.009915057,0.782047997,0.360397637,NA,0.02,NA,0.07,4,191,0.49
1,-0.295829059,-0.116598973,0.139541984,-0.009915057,0.782047997,0.360397637,NA,0.02,NA,0.07,4,193,0.49
1,0.151028391,-0.418396633,0.139541984,-0.009915057,0.782047997,0.360397637,,0.017,,0.047,4,194,0.646
1,1.268172016,-0.13606979,0.139541984,0.04104745,0.782047997,0.360397637,,0.03,,0.068,4,194,0.794
1,-0.519257785,0.147647826,0.184157768,-0.009915057,-1.277345062,-1.272371585,0,0.287,0.287,,4,218,0.043
1,-0.072400334,0.147647826,0.184157768,-0.009915057,-1.277345062,-1.272371585,0.02,0.288,0.288,0,4,218,0.041
1,1.044743291,0.576005794,0.184157768,0.04104745,-1.277345062,-1.408435687,0.02,0.326,0.36,NA ,3,221,0.041
1,-0.295829059,-0.117989746,0.184157768,-0.060877563,0.782047997,0.768589942,N/A,0.011,,0.028,4,199,0.211
1,0.597885841,-0.435085905,0.184157768,-0.213765083,0.782047997,-1.816627992,N/A,0.082,,0.071,3,199,0.746
1,-0.072400334,0.142084735,0.184157768,-0.213765083,-1.277345062,0.768589942,N/A,0.082,,0.071,3,189,0.746
1,-0.519257785,1.550937405,0.184157768,0.092009956,0.782047997,-1.408435687,NA,0.013,,0.064,4,194,0.205
1,-0.295829059,-0.13606979,0.184157768,0.04104745,0.782047997,0.360397637,NA,0.044,,0.068,4,193,0.682
1,1.268172016,-0.148586744,0.184157768,-0.009915057,0.782047997,0.360397637,,0.024,,0.029,3,196,0.384
1,0.597885841,-0.148586744,0.184157768,-0.009915057,0.782047997,0.360397637,,0.024,0.053,0.029,3,196,0.384
1,0.151028391,-0.117989746,0.184157768,0.04104745,0.782047997,0.360397637,,0.01,,0.03,3,194,0.354
1,1.268172016,-0.671517251,0.184157768,0.04104745,0.782047997,-1.68056389,,0.024,,0.035,3,196,0.432
1,0.597885841,-0.671517251,0.184157768,0.04104745,0.782047997,-1.68056389,,0.024,0.059,0.035,3,196,0.432
1,0.151028391,-0.13606979,0.184157768,-0.213765083,0.782047997,-0.047794669,,0.026,,0.053,4,194,0.251
1,1.268172016,-0.258457781,0.228773553,0.092009956,-1.277345062,0.360397637,0.06,,0.904,,2,224,0.139
1,1.044743291,-0.258457781,0.228773553,0.092009956,-1.277345062,0.360397637,0.06,,0.904,,2,224,0.139
1,1.268172016,0.527328752,0.228773553,0.066528703,-1.277345062,0.360397637,0.07,0.64,0.715,,3,224,0.333
1,-0.072400334,-0.418396633,0.228773553,-0.060877563,0.782047997,0.360397637,NA,0.017,,0.02,4,199,0.446
1,-0.74268651,-0.418396633,0.228773553,-0.060877563,0.782047997,0.360397637,NA,0.017,,0.02,4,199,0.446
1,0.821314566,-0.418396633,0.228773553,-0.060877563,0.782047997,0.360397637,NA,0.022,,0.049,4,199,0.572
1,0.430314297,-0.397535044,0.228773553,-0.009915057,0.782047997,0.768589942,NA,0.08,NA,0.1,4,198,1.21
1,0.430314297,-0.397535044,0.228773553,0.092009956,0.782047997,0.768589942,NA,0.08,NA,0.1,4,211,1.21
1,-0.519257785,-0.671517251,0.228773553,0.092009956,0.782047997,-1.68056389,,0.01,0.04,0.03,4,198,0.37
1,1.268172016,-0.418396633,0.228773553,-0.009915057,0.782047997,0.360397637,,0.037,,0.032,4,199,0.35
1,0.151028391,-0.398925816,0.228773553,0.092009956,0.782047997,0.360397637,,0.02,0.07,0.05,3,198,0.41
1,-0.072400334,1.231059701,0.273389337,0.04104745,-1.277345062,1.312846349,0.01,0.208,0.241,NA,4,224,0.274
1,-0.519257785,-0.120771291,0.273389337,-0.004818806,-1.277345062,0.768589942,0.04,0.344,,0.026,4,224,0.199
1,-0.74268651,-0.120771291,0.273389337,-0.004818806,-1.277345062,0.768589942,0.04,0.344,,0.026,4,224,0.199
1,-0.295829059,0.573224249,0.273389337,0.030854949,-1.277345062,0.360397637,0.04,0.31,0.32,NA,4,221,0.08
1,-0.74268651,0.573224249,0.273389337,0.030854949,-1.277345062,0.360397637,0.04,0.31,0.32,NA,4,221,0.08
1,1.268172016,0.576005794,0.273389337,0.092009956,-1.277345062,-1.272371585,0.04,0.381,0.432,,3,227,0.261
1,1.044743291,-0.126334382,0.273389337,0.04104745,-1.277345062,-1.68056389,0.04,0.562,0.565,,3,224,0.044
1,0.597885841,-0.126334382,0.273389337,0.04104745,-1.277345062,-1.68056389,0.05,0.607,0.613,,3,224,0.067
1,0.374457116,-0.126334382,0.273389337,0.04104745,-1.277345062,-1.68056389,0.05,0.607,0.613,,3,224,0.067
1,-0.295829059,-0.117989746,0.273389337,-0.060877563,0.782047997,0.768589942,N/A,0.016,,0.028,4,204,0.364
1,0.430314297,-0.397535044,0.273389337,-0.009915057,0.782047997,0.768589942,NA,0.04,NA,0.1,3,200,1.23
1,0.821314566,-0.148586744,0.273389337,-0.060877563,0.782047997,0.360397637,,0.084,,0.024,3,202,0.252
1,0.597885841,-0.148586744,0.273389337,-0.060877563,0.782047997,0.360397637,,0.084,0.108,0.024,3,202,0.252
1,-0.072400334,-0.116598973,0.273389337,-0.11184007,0.782047997,-1.68056389,,0.05,0.08,0.03,4,200,0.294
1,-0.519257785,-0.116598973,0.273389337,-0.11184007,0.782047997,-1.68056389,,0.05,0.08,0.03,4,200,0.294
1,1.044743291,-0.677080342,0.273389337,-0.264727589,0.782047997,-1.68056389,,0.044,,0.058,4,202,0.48
1,-1.63640141,0.564879613,0.318005121,-0.009915057,-1.277345062,0.768589942,0.0002,0.221,,0.024,5,224,0.368
1,-0.74268651,0.577396567,0.318005121,0.04104745,-1.277345062,0.360397637,0.04,0.273,0.32,0.047,4,225,0.374
1,-0.519257785,0.577396567,0.318005121,0.04104745,-1.277345062,0.360397637,0.04,0.273,0.32,,4,225,0.374
1,-0.74268651,-0.117989746,0.318005121,-0.162802576,0.782047997,-0.319922872,N/A,0.02,,0.054,4,199,0.228
1,0.430314297,-0.116598973,0.318005121,0.000277445,0.782047997,0.360397637,NA,0.01,NA,0.04,4,202,0.35
1,0.151028391,0.385469945,0.318005121,-0.009915057,0.782047997,0.360397637,,0.007,0.031,0.024,4,198,0.447
1,1.268172016,-0.418396633,0.318005121,-0.009915057,0.782047997,0.360397637,,0.037,,0.032,4,204,0.35
1,0.821314566,-0.398925816,0.318005121,0.092009956,0.782047997,0.360397637,,0.012,,0.035,3,205,0.49
1,1.268172016,-0.148586744,0.318005121,0.092009956,0.782047997,0.360397637,,0.036,,0.054,3,203,0.52
1,0.597885841,-0.418396633,0.362620906,-0.060877563,0.782047997,-1.408435687,NA,0.024,,0.031,4,206,0.526
1,0.430314297,0.389642262,0.362620906,-0.101647568,0.782047997,0.360397637,NA,0.02,NA,0.04,3,206,0.32
1,-0.314597072,-0.116598973,0.362620906,-0.076166315,0.782047997,0.360397637,NA,0.02,NA,0.04,4,202,0.39
1,1.268172016,-0.13606979,0.362620906,0.04104745,0.782047997,0.360397637,,0.016,,0.023,4,206,0.337
1,1.268172016,-0.148586744,0.362620906,0.04104745,0.782047997,-1.68056389,,0.024,,0.031,3,206,0.22
1,0.597885841,-0.148586744,0.362620906,0.04104745,0.782047997,-1.68056389,,0.024,0.055,0.031,3,206,0.22
1,1.268172016,-0.418396633,0.362620906,-0.009915057,0.782047997,0.360397637,,0.037,,0.032,4,206,0.35
1,0.374457116,1.14065948,0.40723669,0.142972463,-1.277345062,0.360397637,0.04,0.444,0.474,,3,222,0.249
1,0.597885841,-0.116598973,0.40723669,-0.264727589,0.782047997,0.768589942,N/A,0.02,,0.05,3,208,0.58
1,0.374457116,-0.116598973,0.40723669,-0.264727589,0.782047997,0.768589942,N/A,0.02,,0.05,3,208,0.58
1,-0.072400334,-0.116598973,0.40723669,-0.264727589,0.782047997,0.768589942,N/A,0.02,,0.05,3,208,0.58
1,0.430314297,-0.116598973,0.40723669,0.092009956,0.782047997,0.360397637,NA,0.04,NA,0.07,4,207,0.39
1,1.268172016,-0.13606979,0.40723669,0.04104745,0.782047997,0.360397637,,0.016,,0.023,4,209,0.337
1,0.151028391,-0.117989746,0.40723669,0.092009956,0.782047997,0.360397637,,0.012,0.05,0.038,3,208,0.552
1,1.044743291,-0.13606979,0.40723669,0.066528703,0.782047997,0.360397637,,0.03,,0.068,4,209,0.685
1,0.151028391,-0.13606979,0.40723669,0.066528703,0.782047997,0.360397637,,0.03,,0.068,4,209,0.685
1,-0.519257785,0.53150107,0.451852474,0.112394959,-1.277345062,0.768589942,0,0.355,,0.041,4,232,0.483
1,-0.74268651,0.53150107,0.451852474,0.112394959,-1.277345062,0.768589942,0,0.355,,0.041,4,232,0.483
1,0.821314566,1.211588884,0.451852474,0.092009956,-1.277345062,0.360397637,0.03,0.616,,0.104,3,232,0.537
1,0.597885841,1.211588884,0.451852474,0.092009956,-1.277345062,0.360397637,0.03,0.616,,0.104,3,232,0.537
