bias,Age of vehicle,engine capacity (cc),Fuel consumption (metric combined),Noise level (dB(A)),fuel type,gearbox,PM emissions (g/km),Nox emissions (g/km),HC+Nox emissions(g/km),HC emissions (g/km),Euro standard,CO2 emission (g/km),CO emissions (g/km)
1,0.374457116,0.798529414,1.611862867,-0.009915057,0.782047997,-1.68056389,,0.004,,0.114,3,274,0.747
1,1.268172016,0.798529414,1.611862867,-0.009915057,0.782047997,-1.68056389,,0.012,,0.114,3,274,0.746
1,1.268172016,-0.158322152,1.611862867,0.066528703,0.782047997,0.360397637,,,0.437,,2,274,0.892
1,1.268172016,0.987674492,1.701094436,0.092009956,0.782047997,1.721038655,,0.054,,0.059,4,278,0.348
1,1.044743291,0.987674492,1.701094436,0.092009956,0.782047997,1.721038655,,0.054,,0.059,4,278,0.348
1,-0.519257785,1.211588884,1.790326005,-0.020107558,-1.277345062,-1.68056389,0.05,0.31,,0.01,4,313,0.03
1,-0.74268651,1.211588884,1.790326005,-0.020107558,-1.277345062,-1.68056389,0.05,0.31,,0.01,4,313,0.03
1,-1.63640141,2.388182526,1.790326005,-0.132225072,0.782047997,-1.136307483,N/A,0.04,,0.034,5,275,0.251
1,-2.306687585,2.388182526,1.790326005,-0.218861333,0.782047997,-1.136307483,N/A,0.026,,0.044,6,275,0.376
1,-2.53011631,2.388182526,1.790326005,-0.218861333,0.782047997,-1.136307483,N/A,0.026,,0.044,6,275,0.376
1,-2.753545036,2.388182526,1.790326005,-0.218861333,0.782047997,-1.136307483,N/A,0.026,,0.044,6,275,0.376
1,0.821314566,0.819391004,1.790326005,0.04104745,0.782047997,1.721038655,NA,0.06,,0.06,3,283,0.66
1,1.044743291,0.427193123,1.834941789,0.092009956,0.782047997,0.360397637,N/A,N/A,0.36,N/A,2,282,1.765
1,0.821314566,0.959859039,1.834941789,-0.009915057,0.782047997,1.176782248,NA,0.031,,0.064,4,286,0.33
1,0.374457116,2.246323718,1.834941789,0.04104745,0.782047997,1.312846349,NA ,0.038,,0.06,4,286,0.668
1,-0.295829059,1.969559965,1.879557573,0.092009956,0.782047997,0.768589942,N/A,0.01,,0.034,4,288,0.382
1,-0.519257785,1.969559965,1.879557573,0.092009956,0.782047997,0.768589942,N/A,0.01,,0.034,4,288,0.382
1,-0.74268651,1.969559965,1.879557573,0.092009956,0.782047997,0.768589942,N/A,0.01,,0.034,4,288,0.382
1,-0.072400334,1.969559965,1.879557573,0.04104745,0.782047997,0.768589942,N/A,0.013,,0.054,4,288,0.54
1,1.268172016,0.819391004,1.879557573,-0.11184007,0.782047997,1.721038655,NA ,0.065,,0.095,3,288,0.422
1,1.268172016,0.987674492,1.879557573,0.04104745,0.782047997,-1.272371585,,0.016,,0.061,4,288,0.449
1,1.044743291,0.527328752,1.968789142,0.092009956,0.782047997,0.360397637,,0.079,,0.149,3,293,1.709
1,-0.072400334,1.969559965,2.013404926,-0.122032571,0.782047997,-0.319922872,N/A,0.013,,0.038,4,295,0.28
1,-0.295829059,1.969559965,2.013404926,-0.122032571,0.782047997,-0.319922872,N/A,0.013,,0.038,4,295,0.28
1,-0.072400334,1.969559965,2.013404926,-0.122032571,0.782047997,-0.319922872,N/A,0.02,,0.082,3,295,0.386
1,1.044743291,0.427193123,2.013404926,0.092009956,0.782047997,0.360397637,N/A,N/A,0.36,N/A,2,292,1.765
1,0.597885841,0.819391004,2.013404926,0.04104745,0.782047997,1.176782248,NA,0.117,,0.133,3,295,0.942
1,1.044743291,-0.917684006,2.058020711,-0.009915057,-1.277345062,0.360397637,0.02,0.331,0.351,NA,3,116,0.116
1,-0.314597072,2.606533828,2.058020711,-0.132225072,0.782047997,-1.272371585,NA,0,NA,0.06,4,291,0.68
1,1.268172016,2.246323718,2.058020711,0.04104745,0.782047997,1.176782248,NA,0.018,,0.07,4,298,0.665
1,1.044743291,2.246323718,2.058020711,0.04104745,0.782047997,1.176782248,NA,0.018,,0.07,4,298,0.665
1,1.268172016,0.527328752,2.058020711,0.092009956,0.782047997,0.360397637,,0.079,,0.149,3,298,1.709
1,-1.18954396,2.388182526,2.102636495,-0.060877563,0.782047997,-1.136307483,N/A,0.027,,0.023,5,295,0.162
1,-1.412972685,2.388182526,2.102636495,-0.060877563,0.782047997,-1.136307483,N/A,0.027,,0.023,5,295,0.162
1,-0.966115235,2.388182526,2.102636495,-0.060877563,0.782047997,-1.136307483,N/A,0.015,,0.024,5,295,0.162
1,-0.519257785,2.107246455,2.191868064,0.142972463,0.782047997,1.312846349,NA,0.037,,0.083,4,304,0.463
1,1.268172016,0.527328752,2.281099633,-0.009915057,0.782047997,-1.68056389,,0.09,,0.169,3,310,1.31
1,1.268172016,2.906940715,2.325715417,0.092009956,0.782047997,1.176782248,NA,0.055,,0.054,4,312,0.38
1,1.268172016,2.906940715,2.370331201,0.092009956,0.782047997,1.176782248,na,0.038,,0.058,4,314,0.419
1,1.044743291,2.906940715,2.370331201,0.092009956,0.782047997,1.176782248,NA ,0.055,,0.054,4,314,0.38
1,-1.859830135,2.244932945,2.414946986,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,6,245,0.146
1,-2.306687585,2.244932945,2.414946986,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,6,245,0.146
1,-2.53011631,2.244932945,2.414946986,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,6,245,0.146
1,-2.753545036,2.244932945,2.414946986,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,6,245,0.146
1,-1.859830135,2.388182526,2.414946986,-1.656004017,0.782047997,-1.136307483,N/A,0.011,,0.047,6,275,0.58
1,-2.08325886,2.388182526,2.414946986,-0.127128822,0.782047997,-1.136307483,N/A,0.011,,0.047,6,275,0.58
1,-2.306687585,2.388182526,2.414946986,-0.127128822,0.782047997,-1.136307483,N/A,0.011,,0.047,6,275,0.58
1,-2.53011631,2.388182526,2.414946986,-0.127128822,0.782047997,-1.136307483,N/A,0.011,,0.047,6,275,0.58
1,-2.753545036,2.388182526,2.414946986,-0.127128822,0.782047997,-1.136307483,N/A,0.011,,0.047,6,275,0.58
1,0.821314566,2.906940715,2.414946986,0.092009956,0.782047997,1.176782248,NA,0.038,,0.058,4,317,0.419
1,1.268172016,0.987674492,2.414946986,0.04104745,0.782047997,-1.68056389,,0.038,,0.106,3,317,0.884
1,1.044743291,0.987674492,2.414946986,0.04104745,0.782047997,-1.68056389,,0.038,,0.106,3,317,0.884
1,-0.74268651,2.894423761,2.45956277,0.142972463,0.782047997,1.448910451,NA,0.046,,0.052,5,310,0.416
1,0.821314566,2.894423761,2.548794339,0.092009956,0.782047997,1.721038655,NA,0.04,,0.046,4,324,0.43
1,0.430314297,2.606533828,2.548794339,0.025758698,0.782047997,-1.68056389,NA,0.038,NA,0.127,3,320,0.788
1,1.268172016,0.527328752,2.548794339,-0.009915057,0.782047997,-1.68056389,,0.09,,0.169,3,324,1.31
1,-0.072400334,2.894423761,2.593410123,0.04104745,0.782047997,1.312846349,NA,0.036,,0.055,4,326,0.277
1,-0.74268651,2.894423761,2.593410123,0.092009956,0.782047997,1.312846349,NA,0.04,,0.058,4,325,0.181
1,-0.519257785,4.045983496,2.77187326,0.092009956,0.782047997,1.312846349,NA,0.053,,0.089,4,333,0.305
1,1.044743291,2.906940715,2.950336398,0.092009956,0.782047997,1.176782248,NA,0.071,,0.131,3,346,0.988
1,1.268172016,2.906940715,2.994952182,0.092009956,0.782047997,1.176782248,NA ,0.071,,0.131,3,348,0.988
1,-0.295829059,2.894423761,3.039567966,0.142972463,0.782047997,1.721038655,NA,0.053,,0.065,4,349,0.45
1,0.821314566,2.906940715,3.039567966,0.092009956,0.782047997,1.176782248,NA,0.095,,0.139,3,350,0.938
1,0.597885841,5.44649153,3.128799535,0.092009956,0.782047997,1.312846349,NA,0.028,,0.084,4,355,0.715
1,0.430314297,3.591200847,3.7980363,0.000277445,0.782047997,-1.272371585,NA,0.09,NA,0.16,3,387,2
1,-0.314597072,3.591200847,3.7980363,0.000277445,0.782047997,-1.272371585,NA,0.09,NA,0.16,3,387,2
